0.645355,0.280977,2.604801,0.167247,0.049241,-1.163533,-3.245808,-0.162125,
-0.540003,-0.887036,0.714496,1.084527,-0.959209,0.663059,0.956460,0.177462,
-1.197326,0.812965,-1.000454,-1.975044,0.694117,0.201551,-1.539813,0.077773,
0.851829,-0.205579,0.011050,2.427682,-1.348014,0.756192,-1.550452,-3.550495,
0.327853,0.678011,-2.252819,-1.367537,-0.724493,0.672403,-2.098607,-1.412311,
0.619591,-1.237143,2.806561,-0.106106,-1.317419,-1.205157,-2.916583,-0.145820,
-0.082818,1.077887,0.960478,0.543987,-0.342073,-1.010371,1.219712,0.390000,
0.343175,-1.587849,-1.873181,-0.734737,-0.133943,-0.085278,-1.080301,-0.143202,
-0.406347,1.866240,-2.032040,-2.020339,0.781835,0.614211,-1.005811,-0.210353,
-0.332365,2.094264,1.392591,1.105014,0.013095,-1.020699,0.018627,1.925837,
-1.648339,0.896094,-0.673533,0.097268,-0.840133,-0.456433,-1.173440,-1.148585,
-0.113898,0.191619,-0.580409,-1.454186,-0.100421,-0.035951,-1.458692,-0.762038,
0.371569,-0.223556,1.017015,0.344581,0.606562,0.183437,3.151506,-0.631883,
0.785980,-2.127336,-1.624800,-0.917271,-0.096454,-1.757272,-1.634654,-1.466473,
2.922774,-0.886260,-0.951185,-2.117583,0.684532,-1.381381,-3.130363,-0.054444,
1.187774,-1.416438,-1.602633,-0.843056,0.015907,1.685260,1.998130,0.125568,
0.185385,-0.164856,-1.440063,-0.459492,-0.126805,2.346543,-2.079216,0.649760,
1.103564,-0.212477,1.423275,0.249276,-0.488382,1.383315,-1.641832,-2.568918,
-1.209176,1.112083,-0.541548,2.280236,0.457017,-0.008190,1.709885,0.034453,
0.087484,0.357043,-2.460723,0.079820,-2.420926,-0.109043,-2.170383,-1.933576,
0.855600,0.256462,1.564132,0.343793,0.905407,1.313571,0.301038,1.967827,
-0.064162,-1.168989,-0.257299,0.294917,0.465529,-0.323392,-1.325885,-3.251883,
2.787203,-0.557695,-0.777340,-3.005508,0.038551,3.077324,-1.281388,-3.090565,
0.288930,-1.166760,0.104348,1.929717,-1.014616,-1.160776,1.937950,0.665459,
-0.772171,-1.216817,-0.976896,-0.620964,0.578892,0.203867,-3.077048,-0.145552,
-0.255724,0.383212,0.025473,-1.931202,-1.075733,1.170075,-1.052416,-2.589202,
-0.645528,0.942698,-3.115592,0.546602,0.325853,1.651962,0.701084,0.438773,
1.548631,-0.470923,-0.320928,0.072671,0.367426,-1.105879,0.820809,-0.015347,
-1.648066,0.932211,-3.034075,0.417439,3.468520,-0.972728,-0.932460,-1.916696,
0.059262,-1.517562,1.224507,0.778292,1.823661,0.184385,3.054878,0.157141,
0.788998,-0.931077,3.002977,-0.672776,-0.227023,1.305492,-1.594574,-3.592763,
-1.777310,0.739343,-0.162530,0.328669,0.024822,1.256208,-0.843084,-1.010253,
-1.223394,0.985465,-0.350075,2.145379,0.365827,0.277771,-1.131932,-2.287856,
-0.574357,0.404650,-1.050550,-1.017060,-0.066356,-0.282383,0.420402,0.292199,
0.286484,-0.114396,-1.825793,-0.388641,1.065339,0.312477,-0.762566,-1.613215,
-1.025118,-0.809185,-2.419521,-1.485814,-0.444833,-1.409645,0.036806,0.521829,
0.312272,0.171377,-1.154376,-1.162537,-0.651216,0.471482,-0.242414,2.377660,
-0.547565,-0.909993,0.797779,0.033982,-0.421996,-0.631974,-0.105021,2.790064,
-2.007505,1.503002,-1.413208,-0.938022,0.288224,-1.093389,-0.029884,2.594767,
2.576901,-0.973202,0.817894,0.410586,0.962952,-1.360887,0.400955,1.056515,
-0.058743,-0.225655,1.151999,0.517884,-0.213036,-0.668464,-1.539351,-1.236940,
0.821579,-1.582756,-0.450066,2.828123,-0.900963,-1.684772,-0.902154,-2.562485,
-1.952732,-0.543301,1.297523,0.296899,0.090426,-1.089980,0.741957,1.223377,
0.121118,-1.440938,-1.363072,0.071238,-1.815166,1.398576,-0.710980,-0.150824,
-0.311309,-0.051724,-2.564217,0.587195,1.085930,0.767261,1.190678,0.190661,
-0.995103,0.574538,0.176429,-1.269796,1.025277,0.048403,-0.722926,-2.067302,
-1.007346,0.797995,-0.965408,-3.545752,0.037776,1.404169,1.126281,1.039613,
0.067843,-0.226892,0.355332,0.620919,-0.203887,1.752098,-0.818416,-0.621591,
1.771523,1.195456,-0.743678,-2.910176,0.475680,-1.474714,-1.348617,-1.986784,
1.142326,-1.941513,-1.499912,-0.150366,0.420241,0.386183,0.146168,1.139197,
-0.944403,0.928026,-3.080085,-0.235220,-0.913493,-0.761901,0.091986,-0.435621,
-0.421895,1.601111,-3.257448,0.062564,2.929241,-0.955743,0.084977,-0.814015,
-2.306760,0.945748,2.869777,-0.610462,1.255386,-0.434136,-1.906491,1.398249,
-0.472525,0.118230,0.990666,1.392593,0.878760,-1.466081,0.968311,0.382667,
0.720361,-0.265385,-0.073547,-1.253634,-0.197854,1.517849,1.011198,0.715937,
0.854425,0.499780,0.264214,2.665406,1.283267,-1.683272,-1.144312,-2.900101,
-0.377745,-0.545606,0.924532,0.487526,0.169746,-0.768246,-1.054180,-1.193475,
-0.097987,-0.287147,2.337950,-0.665097,-1.520797,-2.632583,-2.192136,1.574811,
0.076961,1.204856,0.764846,1.500504,1.510045,0.169344,1.069812,0.485934,
0.309569,-0.954582,-0.032671,-1.491155,-0.078503,1.689590,0.384264,0.392742,
-0.641880,0.295352,0.966391,1.701636,1.110582,0.227090,-0.601595,-3.298531,
1.074033,0.115592,-0.031533,-0.073209,1.741726,-0.613273,-0.788892,-0.955472,
-0.579250,0.331525,2.484466,-0.677134,0.191374,0.435791,-1.509611,0.775516,
-0.322726,1.269493,1.333925,1.691396,0.554840,0.022890,0.620686,0.515020,
-1.249705,0.599994,-0.698341,-1.627414,-0.611904,-1.021245,0.139493,0.122744,
0.992047,-0.322331,0.205247,2.991751,-0.044350,0.937399,-0.753856,-3.129366,
0.196941,-0.687983,-0.153463,0.285052,0.940017,0.159060,-0.490736,-0.664164,
-0.560087,-1.218775,-2.621775,0.757619,-1.725277,0.526270,-0.498886,-1.063378,
0.218362,-1.745478,0.191533,0.731853,-0.228690,0.586947,-0.168380,-1.526538,
